ID,지역,난이도,길이,시간,식수,화장실,매점,키워드1,키워드2,코스명
5,경북,3,4.2,100,1,1,0,종교,자연,생명누리길
8,대구,3,4.3,80,0,1,0,체험,자연,팔공산 왕건길
5,경남,3,4.1,300,0,0,1,자연,체험,장복산 누리길
5,대구,3,4.5,140,0,0,0,자연,체험,팔공산 왕건길
6,제주,3,4.8,90,0,1,1,자연,체험,엄장해암길
7,대구,3,5.4,140,1,1,0,체험,자연,팔공산 왕건길
7,경남,1,5,60,0,0,0,체험,자연,국화꽃 향기 속으로
4,강원,5,15,240,0,1,0,체험,전통,관동별곡800리길
3,대구,3,3.3,60,1,1,0,체험,자연,팔공산 왕건길
5,경남,3,43.76,1240,0,1,0,체험,자연,양산 누리길
5,경남,2,2.3,100,0,1,0,자연,체험,김해 백두산 누리길
5,대구,3,5.2,120,0,0,0,체험,자연,팔공산 왕건길
5,전남,3,8.2,240,0,1,1,자연,체험,지리산둘레길
4,전북,3,18,300,1,1,1,자연,체험,변산마실길
5,대구,3,5,120,0,0,0,자연,체험,팔공산 왕건길
5,대구,3,3.3,130,0,1,0,체험,자연,팔공산 왕건길
5,대구,3,4,110,1,0,1,자연,체험,팔공산 왕건길
5,경남,2,6,150,0,1,1,자연,체험,가야산소리길
4,강원,2,14.8,240,0,1,0,체험,전통,관동별곡 8백리길
4,강원,3,6.3,90,0,1,0,자연,체험,관동별곡 8백리길
4,강원,2,7.7,120,0,0,0,자연,체험,관동별곡 8백리길
5,서울,2,3.1,90,1,1,1,자연,체험,북한산둘레길
4,강원,3,20,420,0,1,0,종교,자연,해오름길
7,경북,2,1.1,30,0,1,0,체험,전통,미숭산 둘레길
5,서울,3,2.3,70,1,1,0,자연,전통,북한산둘레길
7,경북,3,1.5,90,0,1,0,자연,체험,미숭산 둘레길
4,강원,3,16.2,240,0,1,0,자연,체험,아들바위 가는 길
5,서울,3,4.1,120,0,1,1,체험,자연,북한산둘레길
5,경북,4,0.9,50,0,0,0,자연,자연,미숭산 둘레길
5,경북,4,24.4,180,1,1,0,체험,전통,봉좌산 숲길
5,서울,3,2.1,60,0,1,1,자연,체험,북한산둘레길
5,서울,3,2.4,70,0,1,1,자연,체험,북한산둘레길
5,경북,3,9.3,210,0,1,0,자연,체험,미륵령숲길
5,서울,4,5,150,0,1,1,체험,전통,북한산둘레길
1,서울,4,2.7,100,0,1,1,체험,전통,북한산둘레길
3,강원,1,1.1,30,0,1,1,자연,체험,명품금강소나무 숲길
5,경남,3,6,90,0,1,1,자연,체험,함양 선비문화탐방로
3,서울,4,5.2,150,0,1,1,체험,자연,북한산둘레길
5,경남,3,4.1,90,1,1,1,체험,자연,함양 선비문화탐방로
5,서울,2,1.5,45,0,1,1,자연,체험,북한산둘레길
0,경북,3,2,30,1,1,1,체험,전통,안동 호반나들이길
5,경남,2,2,30,0,1,0,전통,종교,황산강 베랑길
5,경북,3,5.26,210,0,1,1,자연,체험,왕모산 숲길
8,서울,3,3.5,105,0,1,1,자연,체험,북한산둘레길
6,경남,3,19.4,360,0,1,1,자연,체험,무지개길
0,경북,3,3,60,0,1,0,체험,자연,왕피천 은어길
1,서울,3,3.3,90,0,1,1,종교,자연,북한산둘레길
5,경북,2,7,250,0,1,1,자연,체험,일월산숲길
5,서울,3,3.7,105,0,1,1,자연,체험,북한산둘레길
8,경남,3,14,270,0,1,1,자연,체험,문화유산여행길
5,서울,3,5.3,160,0,1,1,종교,자연,북한산둘레길
5,서울,5,2.3,70,0,1,1,체험,자연,북한산둘레길
5,서울,3,4.7,140,1,1,1,체험,전통,북한산둘레길
5,서울,4,2.9,90,0,1,1,자연,체험,북한산둘레길
5,서울,3,3.1,90,0,1,1,체험,자연,북한산둘레길
1,경남,4,11,250,1,1,1,체험,자연,상족암길
5,서울,2,3.1,90,1,1,1,종교,자연,북한산둘레길
8,서울,3,3.1,90,1,0,1,자연,체험,북한산둘레길
5,경북,4,12.6,270,0,1,0,자연,체험,소백산 자락길
4,부산,2,12.2,240,0,1,1,체험,자연,갈맷길
4,부산,1,5.7,120,0,1,1,자연,체험,갈맷길
0,경북,4,15.6,270,0,1,1,체험,도시,소백산 자락길
5,경북,3,6.5,120,1,0,1,체험,자연,소백산 자락길
4,부산,2,13,240,0,1,1,체험,자연,갈맷길
5,경북,2,8,180,1,1,1,체험,자연,소백산 자락길
4,부산,3,22,360,1,1,1,자연,체험,갈맷길
3,부산,3,13.2,240,0,1,1,자연,체험,갈맷길
3,부산,3,12.5,300,1,1,1,자연,체험,갈맷길
3,충남,3,12,240,1,1,0,자연,체험,태안 해변길
5,부산,2,9.3,240,0,1,1,자연,체험,갈맷길
0,부산,3,10.2,180,1,1,1,자연,체험,갈맷길
4,충남,4,22,480,0,1,0,체험,전통,태안 해변길
0,부산,2,11.5,180,0,0,1,자연,체험,갈맷길
0,부산,1,5,90,1,1,1,자연,도시,낙동강 하구 생태길
3,충남,2,16,240,0,1,1,자연,체험,태안 해변길
0,부산,2,6.3,120,1,1,0,자연,체험,낙동강 하구 생태길
0,부산,2,6.8,120,1,1,0,자연,체험,낙동강 하구 생태길
4,충남,2,12,240,0,1,1,자연,체험,태안 해변길
5,경남,4,10.6,360,0,1,1,자연,종교,지리산둘레길
0,부산,1,6.2,120,1,1,1,자연,체험,낙동강 하구 생태길
4,충남,3,13,240,0,1,1,자연,체험,태안 해변길
4,충남,3,16,300,0,1,1,체험,자연,태안 해변길
5,충남,3,11.6,450,1,1,1,자연,체험,계룡산 둘레길
7,경남,4,13.3,450,1,1,1,자연,체험,지리산둘레길
5,경남,5,8.5,300,1,1,1,자연,체험,지리산둘레길
8,경남,2,5,120,0,1,1,전통,체험,가야사 누리길
5,경남,3,7,180,1,1,1,자연,체험,지리산둘레길
5,경남,3,7.4,120,0,1,1,자연,체험,자굴산 둘레길
5,경남,3,6,150,1,1,1,자연,체험,감악산 물맞이길
5,경남,3,7.6,180,1,1,1,전통,자연,감악산 물맞이길
5,경남,3,12,240,1,1,1,전통,자연,한려해상 바다백리길
5,경남,5,2.5,90,0,1,1,자연,체험,감악산 물맞이길
6,경남,3,18.2,390,1,1,1,자연,체험,섬＆섬길
7,경남,1,1.5,40,0,1,1,자연,체험,감악산 물맞이길
5,전남,3,15.9,420,1,1,1,자연,체험,지리산둘레길
5,경남,4,5.3,150,0,1,0,자연,체험,화왕산스토리테마 둘레길
1,경남,3,1,60,1,1,0,체험,자연,동의보감 허준순례길
3,경남,3,5,150,0,1,0,자연,체험,화왕산스토리테마 둘레길
1,경남,3,7.5,180,0,1,0,체험,자연,밀양연극.고가탐방로
1,경남,2,6.2,180,1,1,0,체험,전통,밀양아리랑길
4,강원,3,12.7,270,0,1,1,자연,체험,해파랑길
4,강원,1,1.6,20,0,1,0,자연,체험,관동팔경 녹색경관길
8,경남,3,4.2,180,1,1,0,전통,체험,밀양아리랑길
3,경남,3,17.4,240,0,1,1,전통,체험,동의보감 둘레길
5,경남,4,4.2,120,0,1,0,자연,체험,화왕산스토리테마 둘레길
0,경남,3,5.6,180,0,1,0,전통,체험,밀양아리랑길
5,강원,2,2.4,60,0,1,1,자연,체험,관동팔경 녹색경관길
4,강원,2,5.7,80,0,1,1,자연,체험,관동팔경 녹색경관길
3,경남,2,4.3,120,1,1,1,체험,전통,신라 진흥왕행차길
4,강원,2,6.5,90,0,1,1,자연,체험,관동팔경 녹색경관길
7,경남,1,1.7,30,0,0,0,자연,체험,황강마실길
8,경남,2,8,240,1,1,1,전통,체험,신라 진흥왕행차길
4,강원,2,6.5,90,1,1,1,자연,체험,관동팔경 녹색경관길
8,경남,3,6.3,180,1,1,1,자연,체험,역사문화 부잣길
3,강원,2,4.6,60,1,1,1,자연,체험,관동팔경 녹색경관길
8,경남,3,12.8,360,1,1,1,자연,체험,역사문화 부잣길
4,강원,2,4.1,60,0,1,1,자연,체험,관동팔경 녹색경관길
0,경남,1,3.3,50,0,1,1,자연,체험,황강마실길
4,강원,2,3.2,50,0,1,1,자연,체험,관동팔경 녹색경관길
7,강원,2,6.5,120,0,0,0,자연,체험,관동팔경 녹색경관길
8,경남,3,7,150,0,1,1,자연,체험,남해 바래길
4,강원,2,5.4,75,0,1,1,자연,체험,관동팔경 녹색경관길
8,강원,4,8.5,190,0,1,1,자연,체험,관동팔경 녹색경관길
4,강원,2,4.4,90,0,1,1,자연,체험,관동팔경 녹색경관길
5,전남,3,13,330,1,1,1,체험,종교,지리산둘레길
4,강원,2,3.6,60,0,1,1,자연,체험,관동팔경 녹색경관길
6,경남,3,8.5,300,0,1,1,자연,전통,섬＆섬길
0,경남,1,2.7,40,0,1,0,자연,체험,황강마실길
4,강원,1,5.62,81,0,1,1,자연,체험,관동팔경 녹색경관길
0,경남,3,4.1,60,0,1,1,자연,체험,황강마실길
4,부산,1,2,60,0,1,1,자연,체험,근대선창길
0,경남,1,1.9,60,1,1,1,체험,자연,삼화 옛길 생태관찰로
0,강원,3,17.5,420,0,1,1,자연,체험,바우길
0,부산,1,1.67,30,0,1,0,자연,체험,노을나루길
4,강원,4,9.3,300,0,1,0,도시,자연,바우길
0,부산,3,10.1,220,1,1,1,체험,전통,가람낙조길
7,부산,2,4,60,1,1,0,도시,체험,초록누리길
5,경남,3,8.4,150,1,1,1,자연,체험,우포늪 생명길
7,경남,3,6,150,0,1,1,자연,체험,창원 둘레길
4,강원,3,14,360,1,1,1,체험,자연,바우길
5,강원,3,11,240,1,1,1,종교,전통,바우길
0,강원,3,16.3,360,1,1,1,자연,체험,바우길
0,경남,2,9.2,180,1,1,1,자연,체험,화포천아우름길
4,강원,3,12.5,240,1,1,1,자연,체험,바우길
2,부산,3,3.5,90,1,1,1,체험,자연,동구 씽씽 테마로드
0,강원,3,13,300,0,1,0,자연,체험,바우길
7,울산,3,11.5,360,0,1,0,자연,체험,울산어울길
0,울산,3,11,300,0,1,0,자연,체험,울산어울길
0,울산,2,8,240,0,1,1,도시,체험,울산어울길
2,울산,3,14,360,0,1,1,도시,체험,울산어울길
4,울산,3,3.2,90,0,1,1,자연,체험,강동사랑길
4,울산,3,2.6,80,0,1,0,자연,체험,강동사랑길
3,울산,3,4.7,130,0,1,1,체험,자연,강동사랑길
3,울산,3,5.9,150,0,1,1,체험,자연,강동사랑길
4,울산,3,2.9,90,1,1,0,자연,체험,강동사랑길
3,강원,3,11,240,1,1,1,자연,체험,바우길
5,강원,3,15.5,360,1,1,1,자연,전통,바우길
0,강원,3,10.5,240,1,1,1,전통,자연,바우길
1,강원,3,11,240,1,1,0,자연,체험,바우길
1,강원,3,12,300,1,1,0,자연,체험,바우길
4,부산,3,17.8,360,0,1,1,자연,체험,해파랑길
6,제주,3,15,300,1,1,1,자연,체험,제주 올레길
4,부산,3,16.3,300,0,1,1,자연,도시,해파랑길
5,강원,5,74.4,7200,0,0,0,체험,자연,바우길
4,부산,3,20.5,420,0,1,1,종교,자연,해파랑길
6,제주,3,15.4,300,0,1,1,체험,자연,제주 올레길
7,경남,3,16.7,420,1,1,1,자연,체험,지리산둘레길
4,울산,2,19.1,420,0,1,1,자연,체험,해파랑길
6,제주,3,14.8,360,0,1,0,자연,체험,제주 올레길
4,울산,2,17.6,360,0,1,1,자연,도시,해파랑길
5,경남,3,9.4,240,1,1,1,자연,체험,지리산둘레길
3,울산,3,15.6,390,1,1,1,자연,체험,해파랑길
5,경남,3,9.7,240,1,1,1,자연,체험,지리산둘레길
6,제주,3,14.4,300,0,1,0,자연,체험,제주 올레길
0,울산,1,17.1,330,1,1,1,체험,자연,해파랑길
4,울산,3,12.5,300,0,1,1,자연,체험,해파랑길
4,울산,3,19.3,390,0,1,1,자연,체험,해파랑길
6,제주,3,14.8,300,0,1,0,자연,체험,제주 올레길
6,제주,4,19.2,420,0,1,0,자연,체험,제주 올레길
4,울산,1,14.1,300,1,1,1,자연,체험,해파랑길
6,제주,4,7.5,240,0,1,0,자연,체험,제주 올레길
8,경북,3,18.8,300,1,1,1,자연,전통,해파랑길
6,제주,3,15.5,300,0,1,0,자연,체험,제주 올레길
4,경북,3,19,390,0,1,1,자연,체험,해파랑길
6,제주,2,5,120,0,0,0,자연,체험,제주 올레길
7,경남,2,12.5,240,1,1,1,자연,체험,지리산둘레길
4,경북,2,14.1,270,1,1,1,자연,체험,해파랑길
6,제주,4,17.5,360,0,1,0,자연,체험,제주 올레길
4,경북,3,14.7,360,0,1,0,체험,자연,해파랑길
4,경북,3,22.4,480,0,1,1,자연,체험,해파랑길
4,경북,3,17.9,360,1,1,1,자연,체험,해파랑길
6,제주,3,17.1,330,0,1,1,자연,체험,제주 올레길
4,경북,2,19.3,390,1,1,1,자연,체험,해파랑길
6,제주,3,14.7,270,0,1,0,자연,체험,제주 올레길
6,제주,3,19,360,0,1,1,자연,체험,제주 올레길
7,경남,3,12.7,300,1,1,1,자연,종교,지리산둘레길
6,제주,4,17,360,0,1,0,체험,자연,제주 올레길
4,경북,2,15.8,360,0,1,1,자연,자연,해파랑길
6,제주,3,19.1,360,0,1,0,자연,자연,제주 올레길
5,전북,2,9.9,240,1,1,1,전통,자연,지리산둘레길
6,제주,3,19.2,360,0,1,1,자연,체험,제주 올레길
4,경북,3,16.3,360,0,1,1,체험,자연,해파랑길
6,제주,4,17.5,420,0,1,1,자연,체험,제주 올레길
4,경북,1,11.9,240,0,1,1,자연,체험,해파랑길
4,경북,2,18.1,360,0,1,1,자연,체험,해파랑길
6,제주,3,17.4,330,0,1,0,자연,체험,제주 올레길
4,경북,2,23.3,450,0,1,1,도시,자연,해파랑길
6,제주,3,10.1,210,0,1,0,자연,체험,제주 올레길
3,경북,2,13.1,300,1,1,1,체험,자연,해파랑길
3,경북,2,11.4,210,0,1,1,체험,자연,해파랑길
4,경북,3,10.7,300,0,1,1,자연,체험,해파랑길
1,강원,3,18.3,450,0,1,1,자연,체험,해파랑길
3,강원,3,7,150,0,1,1,체험,자연,해파랑길
4,강원,2,8.9,180,0,1,1,체험,전통,해파랑길
4,강원,3,22.5,450,0,1,1,자연,체험,해파랑길
4,강원,1,13.3,260,0,1,1,자연,도시,해파랑길
4,강원,3,18.9,390,0,1,1,자연,체험,해파랑길
4,강원,4,13.8,300,0,1,1,체험,자연,해파랑길
1,강원,5,9.4,300,0,1,1,도시,자연,해파랑길
4,강원,3,18,390,0,1,1,자연,체험,해파랑길
3,강원,4,18.4,420,0,1,1,체험,자연,해파랑길
3,강원,1,15.9,330,0,1,1,체험,자연,해파랑길
4,강원,1,12.2,240,1,1,1,체험,자연,해파랑길
1,강원,1,9.9,210,0,1,1,자연,체험,해파랑길
5,강원,1,9.4,180,0,1,1,자연,체험,해파랑길
4,강원,2,12.7,270,0,1,1,자연,체험,해파랑길
3,강원,2,16.7,360,0,1,1,체험,자연,해파랑길
4,강원,1,15,300,0,1,1,자연,체험,해파랑길
3,강원,2,9.7,210,0,1,1,자연,체험,해파랑길
4,강원,1,16.6,300,0,1,1,자연,체험,해파랑길
8,강원,3,11.7,180,0,1,1,체험,전통,해파랑길
5,충남,3,8,212,1,1,1,체험,자연,계룡산 생태탐방 누리길
4,경남,3,19.7,600,0,1,1,자연,체험,지리산 자락길
4,대전,3,14.5,210,0,1,0,자연,체험,계족산 황톳길
4,경북,2,15.7,360,1,1,1,자연,전통,낙동정맥 트레일
4,경북,2,8,210,1,1,1,전통,자연,낙동정맥 트레일
4,경북,4,10.3,330,0,0,1,자연,체험,낙동정맥 트레일
4,경북,3,8,210,0,0,0,자연,체험,낙동정맥 트레일
4,경북,5,7,210,0,0,1,체험,자연,낙동정맥 트레일
4,경북,4,10,240,0,0,1,자연,체험,낙동정맥 트레일
4,경북,3,29.6,600,1,1,1,도시,자연,낙동정맥 트레일
4,경북,3,11.4,240,1,1,1,도시,자연,낙동정맥 트레일
4,경북,3,29,600,1,1,1,자연,전통,낙동정맥 트레일
4,서울,1,1.7,40,0,1,1,도시,자연,염리동 소금길
4,경북,4,11,180,0,1,0,자연,체험,낙동정맥 트레일
4,경북,3,9.4,210,0,1,1,자연,체험,낙동정맥 트레일
4,경북,3,12,240,1,1,1,도시,체험,낙동정맥 트레일
4,경북,3,15,270,0,0,0,도시,자연,낙동정맥 트레일
4,경북,3,73.11,1200,0,1,0,자연,체험,낙동정맥 트레일
4,경북,3,9.5,210,1,1,1,체험,자연,낙동정맥 트레일
4,경북,3,12.8,300,1,1,1,자연,체험,내연산숲길
4,경북,2,3,60,0,0,0,자연,체험,칠선~용성간 숲길
4,경북,2,1.3,30,1,1,1,자연,종교,황장목 숲길
4,강원,2,9.4,180,0,1,1,자연,체험,영금정길
4,경기,1,8,120,0,1,1,체험,체험,오산 도보여행코스
4,경기,3,4.23,120,1,1,1,자연,체험,오산 도보여행코스
4,경기,3,3.25,120,1,0,0,자연,체험,오산 도보여행코스
4,경기,3,5,150,1,1,0,전통,체험,오산 도보여행코스
4,경기,2,6.4,120,1,1,1,자연,체험,의왕 누리길
4,경기,3,5.3,120,1,1,0,자연,체험,의왕 누리길
4,경기,3,4.2,90,1,1,0,자연,체험,의왕 누리길
4,경기,3,10.4,180,0,0,0,체험,자연,의왕 산들길
4,경기,2,8.7,150,1,1,1,종교,전통,경기도 삼남길
4,경기,2,3.5,60,1,1,1,도시,자연,경기도 삼남길
4,경기,3,12.6,220,1,1,1,도시,전통,경기도 삼남길
4,경기,3,7.1,120,1,1,1,체험,자연,경기도 삼남길
4,경기,3,7,120,1,1,1,자연,체험,경기도 삼남길
4,경기,3,6.8,110,1,1,1,체험,자연,경기도 삼남길
4,경기,4,7.2,120,1,1,1,전통,자연,경기도 삼남길
4,경기,3,5.3,90,1,1,1,전통,자연,경기도 삼남길
4,경기,3,17.4,290,1,1,1,전통,자연,경기도 삼남길
4,경기,3,14.5,240,1,1,1,전통,자연,경기도 삼남길
4,경기,2,16.6,240,0,1,1,자연,체험,평화누리길
4,경기,3,8,200,0,1,0,체험,자연,평화누리길
4,경기,3,10.1,160,1,1,1,체험,자연,평화누리길
4,경기,3,13.6,210,1,1,1,체험,자연,평화누리길
4,경기,2,10,170,0,1,1,자연,체험,평화누리길
4,경기,4,21,390,0,1,0,자연,체험,평화누리길
4,경기,3,13,220,0,1,1,자연,체험,평화누리길
4,경기,4,17,260,0,1,1,자연,체험,평화누리길
4,경기,3,24,400,0,1,0,체험,자연,평화누리길
4,경기,2,13.3,240,1,0,1,도시,체험,두물머리길
4,경기,2,7,120,0,1,1,도시,자연,두물머리길
4,경기,2,5,120,1,1,1,자연,체험,한탄강 어울길
4,경기,3,3,630,1,1,1,자연,체험,한탄강 어울길
4,경기,2,2.5,70,1,1,1,자연,전통,한탄강 어울길
4,경기,2,5,120,0,1,1,자연,체험,하남위례길
4,경기,2,13.5,240,1,1,0,자연,체험,하남위례길
4,경기,2,5.8,120,1,1,1,전통,자연,하남위례길
4,경기,4,39.7,480,1,1,1,전통,자연,하남위례길
4,경기,3,15.3,300,1,1,1,자연,체험,여강길
4,경기,3,19.7,420,1,1,1,자연,체험,여강길
4,경기,3,17,360,1,1,1,자연,체험,여강길
4,경기,4,13,330,1,1,0,전통,자연,토성산성어울길
4,서울,1,0.6,20,0,1,0,전통,자연,북한산둘레길
4,전북,3,15.6,360,1,1,1,자연,종교,구불길
4,전남,3,15,300,0,1,1,자연,체험,섬진강 둘레길
4,전북,2,14.7,360,1,1,1,자연,체험,지리산둘레길
4,전남,3,7,120,0,1,1,자연,체험,증도모실길
4,전남,2,4.6,90,1,1,1,자연,체험,증도모실길
4,전남,3,10.3,180,0,1,1,자연,체험,증도모실길
4,전남,2,10.8,180,0,1,0,체험,자연,증도모실길
4,전남,3,11.2,190,0,1,0,도시,자연,갈재길
4,강원,3,10.7,240,0,1,0,종교,자연,오대산 선재길
4,전북,2,10.3,150,0,1,1,체험,자연,흥부길
4,충북,3,7.84,120,1,1,1,체험,자연,중원문화길
4,충북,3,11.9,240,0,1,0,전통,자연,중원문화길
4,경북,3,8.9,210,1,1,1,체험,자연,새재넘어 소조령길
4,충북,3,8.1,150,0,1,1,체험,자연,새재넘어 소조령길
4,충북,3,9.5,180,0,1,0,자연,체험,새재넘어 소조령길
4,충북,2,9,180,0,1,1,전통,자연,새재넘어 소조령길
4,전북,4,20.7,420,0,1,1,자연,체험,함라산둘레길
4,전북,3,21.3,360,0,1,1,종교,체험,함라산둘레길
4,전북,3,9.04,180,0,1,1,전통,체험,고인돌 질마재 따라 100리길
4,전북,2,8.7,150,1,1,0,자연,자연,고인돌 질마재 따라 100리길
4,전북,3,10.8,210,0,1,0,체험,자연,고인돌 질마재 따라 100리길
4,강원,3,12,240,1,1,1,체험,자연,바우길
4,강원,4,14,360,1,1,1,체험,체험,바우길
4,강원,4,12.5,300,0,1,1,자연,자연,바우길
4,강원,3,18,360,1,1,1,체험,자연,바우길
9,강원,2,16,360,1,1,1,체험,전통,바우길
5,강원,3,18.5,420,1,1,1,체험,체험,바우길
0,경남,2,18,240,0,0,0,전통,전통,산청백의종군로
0,대전,3,3.5,120,0,1,0,체험,전통,대청호반길
0,대전,3,7,180,0,0,0,자연,전통,대청호반길
0,대전,2,3,60,0,0,0,자연,전통,대청호반길
0,대전,3,2.5,60,0,0,0,자연,전통,대청호반길
0,대전,4,5,120,0,0,0,자연,전통,대청호반길
0,대전,4,6,180,0,0,0,자연,전통,대청호반길
0,대전,3,4.5,120,1,1,1,자연,전통,대청호반길
5,대전,2,6.5,180,0,0,0,자연,전통,대청호반길
5,경남,4,13.4,300,1,1,1,자연,전통,지리산둘레길
5,경북,1,2.2,90,1,1,1,자연,체험,주왕산 탐방로
5,부산,1,1.2,60,1,1,1,자연,자연,구포 무장애 숲길
1,서울,1,1.3,40,1,1,1,도시,체험,관악산공원 무장애 숲길
4,충북,3,19.7,270,1,1,1,자연,체험,청풍호 자드락길
8,충북,3,7.3,180,1,1,1,자연,체험,청풍호 자드락길
5,충북,3,1.6,60,1,1,1,자연,체험,청풍호 자드락길
7,충북,3,5.4,60,1,1,1,자연,체험,청풍호 자드락길
5,충북,3,5.2,150,1,1,1,자연,자연,청풍호 자드락길
7,충북,3,9.9,240,1,1,1,체험,체험,청풍호 자드락길
5,충북,3,8.9,220,0,1,0,자연,전통,청풍호 자드락길
7,전북,4,12.5,240,0,0,0,체험,자연,예향천리 장수마실길
7,전북,4,9,180,0,1,1,전통,자연,예향천리 장수마실길
7,전북,5,30.6,600,0,0,0,체험,자연,예향천리 장수마실길
5,전북,2,5,90,1,1,1,전통,전통,변산마실길
4,전북,1,6,90,1,1,1,자연,전통,변산마실길
5,강원,3,7,120,0,0,0,자연,체험,happy700길
7,전북,3,7,120,1,1,1,자연,자연,변산마실길
4,강원,3,23.6,540,0,1,1,전통,체험,외씨버선길
4,경북,3,6,180,0,1,1,자연,전통,신선계곡 생태 탐방로
8,전북,3,5,90,1,1,1,체험,전통,변산마실길
1,전북,4,12.9,210,0,1,0,자연,전통,진안고원길
1,전북,3,9,120,1,1,1,자연,체험,변산마실길
5,전북,4,11,150,0,1,0,자연,체험,변산마실길
4,전북,3,17.8,360,1,1,1,자연,체험,진안고원길
6,전남,1,11.2,210,0,1,0,자연,체험,수류미등대길
4,전북,3,12,180,1,1,1,자연,전통,변산마실길
7,강원,2,6.2,90,0,1,0,자연,전통,맹방해변길
7,전북,3,9.5,130,0,1,1,체험,전통,금구 명품길
7,전북,3,11.9,270,1,1,0,체험,전통,진안고원길
4,전북,4,11,150,0,1,1,자연,체험,변산마실길
4,제주,5,17,300,0,1,1,자연,체험,우도 해안도로
2,경북,3,2.6,90,0,1,1,자연,전통,행남해안산책로
4,경북,3,8,120,0,1,0,자연,체험,고래불 명사이십리길
4,부산,3,10.6,270,1,1,1,자연,체험,절영해안산책로
4,전남,5,16.1,360,0,1,0,자연,전통,청산도 슬로길
7,강원,2,10.5,150,0,1,0,자연,체험,망상해변길
4,울산,2,3.6,80,0,1,0,자연,체험,새천년로
4,부산,3,12,240,0,1,0,자연,체험,기장 해안산책로
4,전남,3,13.3,480,0,1,0,자연,도시,유월갯벌해안길
4,부산,3,7,180,0,1,0,자연,체험,해운대삼포길
4,전남,2,7.6,120,1,1,1,자연,체험,돌머리해안길
4,부산,2,4,120,1,1,0,자연,체험,몰운대길
4,전남,4,16.8,300,1,1,1,자연,자연,백수해안해당화길
4,경남,3,4.3,80,0,1,0,체험,자연,수륙해안산책로
3,제주,3,4.9,210,0,1,1,체험,체험,작가의산책길
4,충남,3,14.2,300,0,1,0,자연,체험,서산아라메길
6,경기,3,6.4,130,0,1,1,자연,도시,제부 모세 3색 체험 해안길
8,서울,2,1.6,45,1,0,1,자연,체험,북한산둘레길
4,경기,2,5,100,1,1,1,자연,자연,황금해안길
6,경남,4,16.5,300,1,1,1,체험,체험,물미해안도로
7,경남,3,4,60,1,1,1,자연,도시,다랭이길
4,경기,3,11.4,210,0,1,1,자연,체험,대부해솔길
4,전남,3,3.6,90,0,1,0,자연,도시,해수욕장길
4,전북,3,10,150,0,1,1,자연,자연,새만금 바람길
8,경남,1,3.5,60,1,1,1,체험,전통,공룡화석지해변길
6,인천,3,3,90,0,1,0,자연,도시,오군포?장촌 해안길
9,전북,3,25.9,480,0,1,1,종교,종교,아름다운 순례길
3,경기,3,7.6,180,0,1,1,도시,도시,의정부소풍길
5,서울,2,6.8,120,0,1,1,자연,도시,북한산둘레길
8,전북,3,17.2,360,1,1,1,전통,도시,구불길
8,전북,3,18.3,390,1,1,1,자연,체험,구불길
8,전북,3,18.4,390,1,1,1,자연,도시,구불길
4,전북,3,12.3,360,1,1,1,자연,도시,구불길
4,전북,4,28,480,1,1,1,자연,전통,구불길
5,강원,5,15.4,480,1,1,1,체험,자연,외씨버선길
3,강원,3,12.4,300,1,1,1,체험,체험,외씨버선길
6,전남,3,1.2,35,0,0,0,자연,체험,가거도탐방길
6,전남,3,3,90,0,0,0,자연,체험,가거도탐방길
6,전남,3,3,90,0,0,0,자연,체험,가거도탐방길
6,전남,3,4,120,0,0,0,자연,체험,가거도탐방길
6,전남,3,3,90,0,0,0,자연,체험,가거도탐방길
6,전남,3,2,60,0,0,0,자연,전통,가거도탐방길
5,경기,3,7.5,210,1,1,1,자연,전통,의정부소풍길
5,경기,3,6.5,180,0,1,1,자연,전통,의정부소풍길
2,경기,2,8.1,240,1,1,1,자연,전통,의정부소풍길
0,경기,2,6.28,180,0,1,1,자연,전통,의정부소풍길
5,강원,3,13,330,0,0,0,자연,전통,happy700길
8,경기,3,15.8,420,1,1,0,자연,도시,자신을 만나는 구리 둘레길
8,경기,2,9.6,180,1,1,1,자연,도시,자신을 만나는 구리 둘레길
8,경기,3,7.3,150,0,1,1,체험,도시,자신을 만나는 구리 둘레길
8,경기,2,6.7,120,0,1,1,자연,자연,자신을 만나는 구리 둘레길
3,경기,3,10.1,200,1,1,1,체험,자연,남양주 슬로시티길
5,전북,3,4.5,90,0,1,1,체험,전통,방화동~덕산계곡 생태탐방로
5,강원,3,5.7,180,0,0,0,자연,체험,happy700길
5,강원,4,4,120,0,1,1,자연,체험,happy700길
5,강원,3,8,120,0,1,0,자연,전통,happy700길
0,강원,1,4.61,80,0,1,1,자연,체험,happy700길
5,강원,3,5.8,270,0,1,0,자연,체험,happy700길
3,강원,3,5.8,150,0,1,0,자연,체험,happy700길
5,강원,3,13.5,360,0,1,0,자연,체험,happy700길
5,강원,3,11,290,0,1,0,자연,전통,happy700길
2,강원,3,10,180,0,1,1,자연,전통,happy700길
5,강원,3,6.37,200,1,1,1,자연,종교,happy700길
3,강원,3,8.5,150,0,0,0,자연,종교,happy700길
5,강원,3,9.4,300,0,0,0,자연,종교,happy700길
5,강원,3,9.4,180,0,0,0,자연,전통,happy700길
8,강원,3,10.4,180,0,0,0,자연,전통,happy700길
0,강원,1,4.85,90,0,0,1,자연,체험,happy700길
